STATE,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
RI,876943.0,2749067.0,4612506.0,4508632.0,4560679.0,4322242.0,7477865.0,7508404.0,7476374.0,6184600.0,5791814.0,7325130.0,6310420.0,5454996.0,4783906.0,5989392.0,5780228.0,6856771.0,7197547.0,7530358.0,7583282.0,8570903.0,8185000.0,6139089.0,5962429.0,6585941.0,6295502.0,4820588.0,6684006.0,7237254.0,4470479.0
SC,787535.0,1081636.0,271179.0,207716.0,363700.0,689882.0,196326.0,290711.0,877465.0,1046550.0,932902.0,1176114.0,4498319.0,1662782.0,3797857.0,5414183.0,6068062.0,5964557.0,5728987.0,9780193.0,10927237.0,12936343.0,14331878.0,11834073.0,11289259.0,16549306.0,16173416.0,16368096.0,22044620.0,24242129.0,14755034.0
SD,12408.0,9036.0,642.0,10527.0,8437.0,63139.0,49728.0,116637.0,210726.0,181205.0,259039.0,304801.0,85778.0,176024.0,112256.0,270948.0,265817.0,351041.0,228571.0,80334.0,134706.0,129313.0,214102.0,502200.0,416767.0,772755.0,997231.0,745606.0,998859.0,1349523.0,870886.0
TN,224146.0,197260.0,275511.0,292727.0,304278.0,475095.0,250002.0,356587.0,857863.0,693206.0,648771.0,455503.0,469574.0,626987.0,292485.0,531167.0,664274.0,721838.0,467231.0,409322.0,2302383.0,3259358.0,8075160.0,5016697.0,6272205.0,9323730.0,11296125.0,10374699.0,12888842.0,16614374.0,9084365.0
TX,136234325.0,136442893.0,134639387.0,147294114.0,144440568.0,146978708.0,148033016.0,151504768.0,172143924.0,172060773.0,188733295.0,190110982.0,196433408.0,184911350.0,188754664.0,197665258.0,197870235.0,199531281.0,193247077.0,189066483.0,186882239.0,200500148.0,213901281.0,203798415.0,204728864.0,237731427.0,227553590.0,203403160.0,237357648.0,254618244.0,144112697.0
UT,146488.0,549984.0,631435.0,606099.0,807259.0,791212.0,323914.0,327566.0,528257.0,610057.0,890228.0,1446077.0,1380180.0,1383108.0,909850.0,1177502.0,3388550.0,7424219.0,7366309.0,6444042.0,6455396.0,5256046.0,6579605.0,6606423.0,8291455.0,8217665.0,8548252.0,5902457.0,8806188.0,9436460.0,5016617.0
VA,1134809.0,1730887.0,2475690.0,4378066.0,4681139.0,5431845.0,3932747.0,1880049.0,4236745.0,4639481.0,4653327.0,4196071.0,4386929.0,4619066.0,6437809.0,8294770.0,7215450.0,10903841.0,9315082.0,12201384.0,16999126.0,18332373.0,25037750.0,22651167.0,20847650.0,33284215.0,40656044.0,46735560.0,50359115.0,58499127.0,38479317.0
VT,65281.0,95341.0,63120.0,20558.0,5806.0,6593.0,97.0,93.0,827.0,18291.0,90790.0,11000.0,3275.0,2029.0,3224.0,2240.0,1875.0,1889.0,2656.0,4431.0,3784.0,3278.0,2540.0,3030.0,2464.0,1493.0,1198.0,1807.0,1800.0,1851.0,1192.0
WA,288058.0,460424.0,1273763.0,3197945.0,4820582.0,4889604.0,4707267.0,2961661.0,4346349.0,3707237.0,7700226.0,9374245.0,4719311.0,7082605.0,8468800.0,8578547.0,7495410.0,7287394.0,9809355.0,11971142.0,10359234.0,4849506.0,5437592.0,11424310.0,10920590.0,13045927.0,11172155.0,9077246.0,10423084.0,13716250.0,6819114.0
WI,347204.0,381590.0,379591.0,411676.0,604655.0,1008604.0,841862.0,1424354.0,2484275.0,2208680.0,2237475.0,2233967.0,2076313.0,2478392.0,2405362.0,6386792.0,5358480.0,6488750.0,5243589.0,5484142.0,5496813.0,6243337.0,11542009.0,8102489.0,8011415.0,13398775.0,15720401.0,13467219.0,17693091.0,21136978.0,13298881.0
WV,90063.0,58808.0,120856.0,158242.0,170539.0,212874.0,181099.0,216746.0,184473.0,164472.0,139519.0,275865.0,241141.0,277838.0,255311.0,287093.0,361836.0,388794.0,180409.0,109434.0,139603.0,251464.0,242893.0,269639.0,658723.0,1303630.0,1227204.0,1599249.0,1417426.0,2104891.0,1451953.0
WY,268202.0,321763.0,341257.0,365540.0,400856.0,322450.0,377937.0,385562.0,368414.0,379624.0,539136.0,591842.0,713081.0,280195.0,86897.0,324981.0,501270.0,594027.0,494678.0,488013.0,458982.0,458930.0,512916.0,512438.0,494086.0,722304.0,758025.0,790463.0,945979.0,1041759.0,774424.0
